"0805.3962","Enrico Vigezzi","S. Baroni, F. Raimondi, F. Barranco, R.A. Broglia, A. Pastore, E.
  Vigezzi","Medium polarization and finite size effects on the superfluidity of the
  inner crust of neutron stars","10 pages, 9 figures. Version 2: a new figure inserted, some misprints
  fixed",,,,"nucl-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The 1S0 pairing gap associated with the inner crust of a neutron star is
calculated, taking into account the coexistence of the nuclear lattice with the
sea of free neutrons (finite size effects), as well as medium polarization
effects associated with the exchange of density and spin fluctuations. Both
effects are found to be important and to lead to an overall quenching of the
pairing gap. This result, whose quantitative value is dependent on the
effective interaction used to generate the single-particle levels, is a
consequence of the balance between the attractive (repulsive) induced
interaction arising from the exchange of density (spin) modes, balance which in
turn is influenced by the presence of the protons and depends on the
single-particle structure of the system.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 13:47:37 GMT""},{""version"":""v2"",""created"":""Tue, 3 Jun 2008 18:21:35 GMT""}]","2008-06-03"
"0805.3963","Francesco Cianfrani dr","Francesco Cianfrani, Valentino Lacquaniti, Giovanni Montani","Particles and fields within a unification scheme","10 pages, to appear in the Proceedings of the X Italian-Korean
  Symposium on Relativistic Astrophysics, held in Pescara (Italy) on June 25-30
  2007",,,,"gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We discuss properties of particles and fields in a multi-dimensional
space-time, where the geometrization of gauge interactions can be performed.
For instance, in a 5-dimensional Kaluza-Klein manifold we argue that the motion
of charged spinning bodies is obtain in a Papapetrou-like formulation. As far
as spinors are concerned, we outline how the gauge coupling can be recognized
by a proper dependence on extra-coordinates and by the dimensional reduction
procedure.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 13:56:25 GMT""}]","2008-05-27"
"0805.3964","Fabricio Martins Lopes","Fabricio Martins Lopes, David Correa Martins-Jr and Roberto M.
  Cesar-Jr","DimReduction - Interactive Graphic Environment for Dimensionality
  Reduction","13 pages, 4 figures, site http://code.google.com/p/dimreduction/","BMC Bioinformatics 2008, 9:451","10.1186/1471-2105-9-451",,"cs.CV","http://creativecommons.org/licenses/by/3.0/","  Feature selection is a pattern recognition approach to choose important
variables according to some criteria to distinguish or explain certain
phenomena. There are many genomic and proteomic applications which rely on
feature selection to answer questions such as: selecting signature genes which
are informative about some biological state, e.g. normal tissues and several
types of cancer; or defining a network of prediction or inference among
elements such as genes, proteins, external stimuli and other elements of
interest. In these applications, a recurrent problem is the lack of samples to
perform an adequate estimate of the joint probabilities between element states.
A myriad of feature selection algorithms and criterion functions are proposed,
although it is difficult to point the best solution in general. The intent of
this work is to provide an open-source multiplataform graphical environment to
apply, test and compare many feature selection approaches suitable to be used
in bioinformatics problems.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 14:16:06 GMT""},{""version"":""v2"",""created"":""Sun, 15 May 2011 18:57:54 GMT""}]","2011-06-13"
"0805.3965","Jay Ghatak","J. Ghatak (1), B. Sundaravel (2), K. G. M. Nair (2) and P. V. Satyam
  (1) ((1) Institute of Physics, Bhubaneswar, India,(2) Materials Science
  Division, Indira Gandhi Center for Atomic Research, Kalpakkam, India)","Ion beam induced enhanced diffusion from gold thin films in silicon","15 pages, 3 figures",,"10.1088/0953-8984/20/48/485008",,"cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Enhanced diffusion of gold atoms into silicon substrate has been studied in
Au thin films of various thicknesses (2.0, 5.3, 10.9 and 27.5 nm) deposited on
Si(111) and followed by irradiation with 1.5 MeV Au2+ at a flux of 6.3x10^12
ions cm-2 s-1 and fluence up to 1x10^15 ions cm-2. The high resolution
transmission electron microscopy measurements showed the presence of gold
silicide formation for the above-mentioned systems at fluence greater than
equal to 1x1014 ions cm-2. The maximum depth to which the gold atoms have been
diffused at a fluence of 1x10^14 ions cm-2 for the cases of 2.0, 5.3, 10.9 and
27.5 nm thick films has been found to be 60, 95, 160 and 13 nm respectively.
Interestingly, at higher fluence of 1x1015 ions cm-2 in case of 27.5 nm thick
film, gold atoms from the film transported to a maximum depth of 265 nm in the
substrate. The substrate silicon is found to be amorphous at the above fluence
values where unusually large mass transport occurred. Enhanced diffusion has
been explained on the basis of ion beam induced, flux dependent amorphous
nature of the substrate, and transient beam induced temperature effects. This
work confirms the absence of confinement effects that arise from spatially
confined structures and existence of thermal and chemical reactions during ion
irradiation.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 14:01:49 GMT""}]","2009-11-13"
"0805.3966","Hideaki Sakai","H. Sakai, K. Ito, T. Nishiyama, X. Z. Yu, Y. Matsui, S. Miyasaka, and
  Y. Tokura","Dopant-dependent impact of Mn-site doping on the critical-state
  manganites: R0.6Sr0.4MnO3 (R=La, Nd, Sm, and Gd)","7 pages, 6 figures",,"10.1143/JPSJ.77.124712",,"cond-mat.str-el cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Versatile features of impurity doping effects on perovskite manganites,
$R_{0.6}$Sr$_{0.4}$MnO$_{3}$, have been investigated with varying the doing
species as well as the $R$-dependent one-electron bandwidth. In
ferromagnetic-metallic manganites ($R$=La, Nd, and Sm), a few percent of Fe
substitution dramatically decreases the ferromagnetic transition temperature,
leading to a spin glass insulating state with short-range charge-orbital
correlation. For each $R$ species, the phase diagram as a function of Fe
concentration is closely similar to that for $R_{0.6}$Sr$_{0.4}$MnO$_{3}$
obtained by decreasing the ionic radius of $R$ site, indicating that Fe doping
in the phase-competing region weakens the ferromagnetic double-exchange
interaction, relatively to the charge-orbital ordering instability. We have
also found a contrastive impact of Cr (or Ru) doping on a spin-glass insulating
manganite ($R$=Gd). There, the impurity-induced ferromagnetic magnetization is
observed at low temperatures as a consequence of the collapse of the inherent
short-range charge-orbital ordering, while Fe doping plays only a minor role.
The observed opposite nature of impurity doping may be attributed to the
difference in magnitude of the antiferromagnetic interaction between the doped
ions.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 14:02:12 GMT""}]","2009-11-13"
"0805.3968","Giuseppe Latino","Giuseppe Latino (for the TOTEM Collaboration)","The TOTEM Experiment at LHC","Presented at 22nd Les Rencontres de Physique de la Vallee d'Aoste,
  Aosta Valley, Italy, 24 Feb - 1 Mar 2008",,,,"hep-ex","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The TOTEM experiment at the CERN LHC is here presented. After an overview of
the experimental apparatus, the measurement of the total pp cross section,
elastic scattering and diffractive phenomena is described. This physics
programme will allow to distinguish among different models of soft proton
interactions
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 14:18:14 GMT""},{""version"":""v2"",""created"":""Thu, 12 Jun 2008 14:54:11 GMT""}]","2019-08-13"
"0805.3969","Toru Kanzaki","Toru Kanzaki, Masahiro Kawasaki","Electron and Photon Energy Deposition in Universe","21 pages, 12 figures","Phys.Rev.D78:103004,2008","10.1103/PhysRevD.78.103004",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We consider energy deposition of high energy electrons and photons in
universe. We carry out detailed calculations of fractions of the initial energy
of the injected electron or photon which are used to heat, ionize and excite
background plasma in the early universe for various ionization states and
redshifts.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 14:21:37 GMT""}]","2008-11-26"
"0805.3970","Pablo Su\'arez-Serrato","Pablo Su\'arez-Serrato","The volume flux group and nonpositive curvature","6 pages, final version, to appear in Ann. Global Analysis and
  Geometry","Annals of Global Analysis and Geometry, vol. 36, 61--65 (2009)","10.1007/s10455-008-9148-2",,"math.GT math.DG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We show that every closed nonpositively curved manifold with non-trivial
volume flux group has zero minimal volume, and admits a finite covering with
circle actions whose orbits are homologically essential. This proves a
conjecture of Kedra-Kotschick-Morita for this class of manifolds.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 14:22:56 GMT""},{""version"":""v2"",""created"":""Wed, 12 Nov 2008 21:01:52 GMT""}]","2022-02-15"
"0805.3971","Nivaldo Agostinho Lemos","Ed\'esio M. Barboza Jr. and Nivaldo A. Lemos","Can Quantum Gravitational Effects Influence the Entire History of the
  Universe?","To appear in the Physical Review D","Phys.Rev.D78:023504,2008","10.1103/PhysRevD.78.023504",,"gr-qc astro-ph hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this work, a flat Friedmann-Robertson-Walker (FRW) universe with dust and
a cosmological constant is quantized. By means of a canonical transformation,
the classical Hamiltonian is reduced to that of either a harmonic oscillator or
anti-oscillator, depending on whether $\Lambda<0$ or $\Lambda>0$, respectively.
In this way exact solutions to the Wheeler-DeWitt equation can easily be
obtained. It turns out that a positive cosmological constant alone may account
for an early inflationary regime and a later accelerated expansion phase, with
a period of decelerated expansion in between. This suggests that quantum
gravitational effects can influence most of the history or even the entire
history of the Universe.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 14:27:13 GMT""}]","2010-05-12"
"0805.3972","Yoshiharu Maeno","Yoshiharu Maeno, and Yukio Ohsawa","Intuitive visualization of the intelligence for the run-down of
  terrorist wire-pullers","10 pages, and 2 figures",,,,"cs.AI","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The investigation of the terrorist attack is a time-critical task. The
investigators have a limited time window to diagnose the organizational
background of the terrorists, to run down and arrest the wire-pullers, and to
take an action to prevent or eradicate the terrorist attack. The intuitive
interface to visualize the intelligence data set stimulates the investigators'
experience and knowledge, and aids them in decision-making for an immediately
effective action. This paper presents a computational method to analyze the
intelligence data set on the collective actions of the perpetrators of the
attack, and to visualize it into the form of a social network diagram which
predicts the positions where the wire-pullers conceals themselves.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 14:28:28 GMT""},{""version"":""v2"",""created"":""Wed, 28 May 2008 14:25:57 GMT""}]","2008-05-28"
"0805.3974","Gert-Ludwig Ingold","Peter H\""anggi, Gert-Ludwig Ingold, Peter Talkner","Finite quantum dissipation: the challenge of obtaining specific heat","16 pages, 4 figures","New J. Phys. 10, 115008 (2008)","10.1088/1367-2630/10/11/115008",,"quant-ph cond-mat.stat-mech","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We consider a free particle coupled with finite strength to a bath and
investigate the evaluation of its specific heat. A harmonic oscillator bath of
Drude type with cutoff frequency omega_D is employed to model an ohmic friction
force with dissipation strength gamma. Two scenarios for obtaining specific
heat are presented. The first one uses the measurement of the kinetic energy of
the free particle while the second one is based on the reduced partition
function. Both descriptions yield results which are consistent with the Third
Law of thermodynamics. Nevertheless, the two methods produce different results
that disagree even in their leading quantum corrections at high temperatures.
We also consider the regime where the cutoff frequency is smaller than the
friction strength, i.e. omega_D<gamma. There, we encounter puzzling results at
low temperatures where the specific heat based on the thermodynamic
prescription becomes negative. This anomaly is rooted in an ill-defined density
of states of the damped free particle which assumes unphysical negative values
when gamma/omega_D>1.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 14:50:28 GMT""}]","2008-11-21"
"0805.3975","Daniel Burgarth","Daniel Burgarth, Sougato Bose, Christoph Bruder, Vittorio Giovannetti","Local controllability of quantum networks","4 pages, 3 figures","Phys. Rev. A 79, 060305(R) (2009)","10.1103/PhysRevA.79.060305",,"quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We give a sufficient criterion that guarantees that a many-body quantum
system can be controlled by properly manipulating the (local) Hamiltonian of
one of its subsystems. The method can be applied to a wide range of systems: it
does not depend on the details of the couplings but only on their associated
topology. As a special case, we prove that Heisenberg and
Affleck-Kennedy-Lieb-Tasaki chains can be controlled by operating on one of the
spins at their ends. In principle, arbitrary quantum algorithms can be
performed on such chains by acting on a single qubit.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 15:52:17 GMT""},{""version"":""v2"",""created"":""Sun, 28 Jun 2009 13:33:41 GMT""}]","2009-06-28"
"0805.3976","Cun-Fang Feng","Cun-Fang Feng, Xin-Jian Xu, Sheng-Jun Wang, Ying-Hai Wang","Projective-anticipating, projective, and projective-lag synchronization
  of time-delayed chaotic systems on random networks","14 pages, 6 figures","CHAOS 18, 023117 (2008)","10.1063/1.2912720",,"physics.soc-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study projective-anticipating, projective, and projective-lag
synchronization of time-delayed chaotic systems on random networks. We relax
some limitations of previous work, where projective-anticipating and
projective-lag synchronization can be achieved only on two coupled chaotic
systems. In this paper, we can realize projective-anticipating and
projective-lag synchronization on complex dynamical networks composed by a
large number of interconnected components. At the same time, although previous
work studied projective synchronization on complex dynamical networks, the
dynamics of the nodes are coupled partially linear chaotic systems. In this
paper, the dynamics of the nodes of the complex networks are time-delayed
chaotic systems without the limitation of the partial-linearity. Based on the
Lyapunov stability theory, we suggest a generic method to achieve the
projective-anticipating, projective, and projective-lag synchronization of
time-delayed chaotic systems on random dynamical networks and find both the
existence and sufficient stability conditions. The validity of the proposed
method is demonstrated and verified by examining specific examples using Ikeda
and Mackey-Glass systems on Erdos-Renyi networks.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 14:40:19 GMT""}]","2009-11-13"
"0805.3977","Xiuqing Huang","Xiuqing Huang","Theory of superconducting and nonsuperconducting stripe phases in the
  hole-doped superconductor Ca{2-x}Na{x}CuO{2}Cl{2} (x=1/8,1/16)","5 pages, 6 figures",,,,"cond-mat.str-el cond-mat.supr-con","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Based on the newly developed real-space spin-parallel pairing and
superconducting theory, we explore a simple explanation for the observed
checkerboard patterns in hole-doped Ca{2-x}Na{x}CuO{2}Cl{2} cuprate
superconductor. At a hole concentration x=1/8=0.125, the analytical results
show that there exists a phase competition between non-superconducting 4a*4b
(a=b) checkerboard phase and 8a*2c superconducting vortex phase, where a, b and
c are the lattice constants of the superconductor. At a lower hole
concentration x=1/16=0.0625, it is revealed that the metastable
4\sqrt{2}a*4\sqrt{2}a checkerboard phase can reorganize itself into a more
stable octahedron phase with the 4a*4a checkerboard symmetry.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 14:57:25 GMT""},{""version"":""v2"",""created"":""Thu, 26 Feb 2009 05:54:19 GMT""}]","2009-02-26"
"0805.3978","W{\l}odzimierz Natorf","W. Natorf, J. Tafel","Horizons in Robinson-Trautman space-times","11p","Class.Quant.Grav.25:195012,2008","10.1088/0264-9381/25/19/195012",,"gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The past quasi-local horizons in vacuum Robinson-Trautman spacetimes are
described. The case of a null (non-expanding) horizon is discussed. It is shown
that the only Robinson-Trautman space-time admitting such a horizon with
sections diffeomorphic to S_2 is the Schwarzschild space-time. Weakening this
condition leads to the horizons of the C-metric. Properties of the hypersurface
r=2m for finite retarded time u are examined.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 14:58:58 GMT""},{""version"":""v2"",""created"":""Fri, 18 Jul 2008 13:29:39 GMT""}]","2008-11-26"
"0805.3979","Richard J. Mathar","Richard J. Mathar","Karhunen-Loeve Basis Functions of Kolmogorov Turbulence in the Sphere","Corrected factor 2pi in eq. (20) and associated tables","Baltic Astronomy 17 (2008) 383-398",,,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The statistically independent Karhunen-Loeve modes of refractive indices with
isotropic Kolmogorov spectrum of the covariance are calculated in a sphere of
given radius, rendered as series of 3D Zernike functions. Many of the symmetry
arguments of the associated 2D problem for the circular input pupil remain
valid. The technique of efficient diagonalization of the eigenvalue problem in
wavenumber space is founded on the Fourier representation of the 3D Zernike
basis.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 15:09:37 GMT""},{""version"":""v2"",""created"":""Fri, 4 Jul 2008 12:03:16 GMT""}]","2009-02-19"
"0805.3980","Hosein Cheraghchi","Hosein Cheraghchi, Keivan Esfarjani","Negative differential resistance in molecular junctions: application to
  graphene ribbon junctions","8 pages, 8 figures","Phys. Rev. B. 78, 085123 (2008)","10.1103/PhysRevB.78.085123",,"cond-mat.mes-hall","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Using self-consistent calculations based on Non-Equilibrium Green's Function
(NEGF) formalism, the origin of negative differential resistance (NDR) in
molecular junctions and quantum wires is investigated. Coupling of the molecule
to electrodes becomes asymmetric at high bias due to asymmetry between its
highest occupied molecular orbital (HOMO) and lowest unoccupied molecular
orbital (LUMO) levels. This causes appearance of an asymmetric potential
profile due to a depletion of charge and reduction of screening near the source
electrode. With increasing bias, this sharp potential drop leads to an enhanced
localization of the HOMO and LUMO states in different parts of the system. The
reduction in overlap, caused by localization, results in a significant
reduction in the transmission coefficient and current with increasing bias. An
atomic chain connected to two Graphene ribbons was investigated to illustrate
these effects. For a chain substituting a molecule, an even-odd effect is also
observed in the NDR characteristics.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 15:11:23 GMT""}]","2008-08-21"
"0805.3981","Erhan Bayraktar","Erhan Bayraktar, Virginia R. Young","Optimal Investment Strategy to Minimize Occupation Time","Occupation time, optimal investment, stochastic control,
  free-boundary problem",,,,"q-fin.PM math.OC math.PR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We find the optimal investment strategy to minimize the expected time that an
individual's wealth stays below zero, the so-called {\it occupation time}. The
individual consumes at a constant rate and invests in a Black-Scholes financial
market consisting of one riskless and one risky asset, with the risky asset's
price process following a geometric Brownian motion. We also consider an
extension of this problem by penalizing the occupation time for the degree to
which wealth is negative.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 15:16:16 GMT""},{""version"":""v2"",""created"":""Fri, 7 Nov 2008 04:24:32 GMT""},{""version"":""v3"",""created"":""Wed, 26 Nov 2008 23:29:55 GMT""}]","2008-12-02"
"0805.3982","Junmyeong Jang","Junmyeong Jang","Generic ordinarity for semi-stable fibration","12 pages",,,,"math.AG math.NT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper, we proved that, for a semi-stable fibration of a proper smooth
surface to a proper smooth curve over a field of positive characteristic, if
the generic fiber is ordinary, then the semi-positivity theorem holds. As an
application, we constrcuted a counterexample to Parshin's conjecture on the
Miyaoka-Yau inequality.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 15:18:35 GMT""}]","2008-05-27"
"0805.3983","Ray Carlberg","R. G. Carlberg, M. Sullivan, D. Le Borgne, A. Conley, D. A. Howell, K.
  Perrett, P. Astier, D. Balam, C. Balland, S. Basa, D. Hardin, D. Fouchez, J.
  Guy, I. Hook, R. Pain, C. J. Pritchet, N. Regnault, J. Rich, S. Perlmutter","Clustering of supernova Ia host galaxies","ApJ (Letts) accepted",,"10.1086/590182",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  For the first time the cross-correlation between type Ia supernova host
galaxies and surrounding field galaxies is measured using the Supernova Legacy
Survey sample. Over the z=0.2 to 0.9 redshift range we find that supernova
hosts are correlated an average of 60% more strongly than similarly selected
field galaxies over the 3-100 arcsec range and about a factor of 3 more
strongly below 10 arcsec. The correlation errors are empirically established
with a jackknife analysis of the four SNLS fields. The hosts are more
correlated than the field at a significance of 99% in the fitted amplitude and
slope, with the point-by-point difference of the two correlation functions
having a reduced $\chi^2$ for 8 degrees of freedom of 4.3, which has a
probability of random occurrence of less than 3x10^{-5}. The correlation angle
is 1.5+/-0.5 arcsec, which deprojects to a fixed co-moving correlation length
of approximately 6.5+/- 2/h mpc. Weighting the field galaxies with the mass and
star formation rate supernova frequencies of the simple A+B model produces good
agreement with the observed clustering. We conclude that these supernova
clustering differences are primarily the expected outcome of the dependence of
supernova rates on galaxy masses and stellar populations with their clustering
environment.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 15:23:49 GMT""}]","2009-11-13"
"0805.3985","Javier Mu\~noz-Garc\'ia","Javier Mu\~noz-Garc\'ia, Rodolfo Cuerno, Mario Castro","Coupling of morphology to surface transport in ion-beam irradiated
  surfaces. I. Oblique incidence","23 pages, 14 figures. Movies of figures 6, 7, and 8 available at
  http://gisc.uc3m.es/~javier/Movies/",,"10.1103/PhysRevB.78.205408",,"cond-mat.mtrl-sci cond-mat.stat-mech math-ph math.MP nlin.PS","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We propose and study a continuum model for the dynamics of amorphizable
surfaces undergoing ion-beam sputtering (IBS) at intermediate energies and
oblique incidence. After considering the current limitations of more standard
descriptions in which a single evolution equation is posed for the surface
height, we overcome (some of) them by explicitly formulating the dynamics of
the species that transport along the surface, and by coupling it to that of the
surface height proper. In this we follow recent proposals inspired by
``hydrodynamic'' descriptions of pattern formation in aeolian sand dunes and
ion-sputtered systems. From this enlarged model, and by exploiting the
time-scale separation among various dynamical processes in the system, we
derive a single height equation in which coefficients can be related to
experimental parameters. This equation generalizes those obtained by previous
continuum models and is able to account for many experimental features of
pattern formation by IBS at oblique incidence, such as the evolution of the
irradiation-induced amorphous layer, transverse ripple motion with non-uniform
velocity, ripple coarsening, onset of kinetic roughening and other.
Additionally, the dynamics of the full two-field model is compared with that of
the effective interface equation.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 15:25:14 GMT""}]","2009-11-13"
"0805.3986","Matthias Sch\""utt","Christian Liedtke, Matthias Schuett","Unirational Surfaces on the Noether Line","12 pages, 1 table; final version: corrected some typos, added details
  concerning Theorem 8, rephrased section 6","Pacific J. Math. 239 (2009), 343-356",,,"math.AG math.NT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We show that among simply connected surfaces of general type unirationality
is a common feature, even when fixing the positive characteristic or numerical
invariants. To do so, we construct unirational Horikawa surfaces in abundance.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 15:44:10 GMT""},{""version"":""v2"",""created"":""Mon, 16 Jun 2008 07:38:41 GMT""},{""version"":""v3"",""created"":""Fri, 12 Sep 2008 08:02:21 GMT""}]","2008-12-08"
"0805.3998","Kaiyou Wang","K Y Wang, A C Irvine, J Wunderlich, K W Edmonds, A W Rushforth, R P
  Campion, C T Foxon, D A Williams and B L Gallagher","Magnetic reversal under external field and current-driven domain wall
  motion in (Ga,Mn)As: influence of extrinsic pinning","12 pages, 12 figures, submitted to New Journal of Physics",,,,"cond-mat.mes-hall cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We investigate the anisotropy of magnetic reversal and current-driven domain
wall motion in annealed Ga_0.95Mn_0.05As thin films and Hall bar devices with
perpendicular magnetic anisotropy. Hall bars with current direction along the
[110] and [1-10] crystallographic axes are studied. The [110] device shows
larger coercive field than the [1-10] device. Strong anisotropy is observed
during magnetic reversal between [110] and [1-10] directions. A power law
dependence is found for both devices between the critical current (JC) and the
magnetization (M), with J_C is proportional to M^2.6. The domain wall motion is
strongly influenced by the presence of local pinning centres.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 14:56:46 GMT""}]","2008-05-27"
